"Full Name of the Session Holder of the Session","Day of Week","Session's Session Start","Session's Session End","Appointment Date","Appointment Time","Slot Type","Slot Duration","Availability","DNA","Booked Time to Slot Time","Arrive Time to Send In Time","Slot Time to Send In Time","Slot Time to Arrive Time","Consultation Time","",
"","","","","","15:15","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Baby Imms","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","Wound Check","30","Booked","2","19097","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:30","ANNUAL REVIEW MULTIPLE","45","Booked","2","20645","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:15","ANNUAL REVIEW MULTIPLE","30","Booked","2","20277","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:45","Admin","45","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","28-Oct-2025","28-Oct-2025","28-Oct-2025","08:00","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:20","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:40","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:15","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","Wed","","","","","","","","","","","","","","0",
"","Thu","11-Sep-2025","11-Sep-2025","11-Sep-2025","08:00","Smear","15","Booked","Attended","1329","4","7","2","108","1",
"","","","","","08:15","ANNUAL REVIEW MULTIPLE","30","Booked","Attended","14244","22","14","-7","25","1",
"","","","","","08:45","Blood Clinic","45","Booked","Attended","1280","31","13","-18","43","1",
"","","","","","09:30","Smear","20","Booked","Attended","22979","Unknown","Unknown","-46","Unknown","1",
"","","","","","","","","","","","","","12","Unknown","1",
"","","","","","09:50","Prebookable","20","Booked","Attended","104","7","-7","-15","45","1",
"","","","","","10:10","Smear","10","Booked","Did Not Attend","8565","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:20","Telephone Appointment Slot","10","Booked","Attended","-19","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","SAMPLE TESTING","30","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","28544","5","0","-4","37","1",
"","","","","","12:00","Admin","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Smear","20","Booked","Attended","18906","13","5","-8","22","1",
"","","","","","13:20","ECG","20","Booked","Attended","52","22","8","-14","49","1",
"","","","","","13:40","Smear","20","Booked","Attended","20277","41","35","-5","14","1",
"","","","","","14:00","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","18922","35","29","-5","31","1",
"","","","","","14:45","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","19037","22","16","-5","31","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Prebookable","35","Booked","Attended","441","15","-1","-17","30","1",
"","","","","","16:20","Prebookable","30","Booked","Attended","20282","11","11","0","49","1",
"","","","","","16:50","Admin","20","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:10","Smear","20","Booked","Attended","13300","32","11","-21","60","1",
"","","","","","17:30","Admin","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","18-Sep-2025","18-Sep-2025","18-Sep-2025","08:00","ANNUAL REVIEW MULTIPLE","23","Booked","Did Not Attend","14118","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:23","Blood Clinic","22","Booked","Attended","8162","7","-11","-19","23","1",
"","","","","","08:45","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","14060","6","0","-7","77","1",
"","","","","","09:30","Smear","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:50","Smear","20","Booked","Attended","21592","13","14","1","176","1",
"","","","","","10:10","Smear","20","Booked","Attended","24227","23","13","-9","38","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Wound Check","30","Booked","Attended","14071","18","17","-1","65","1",
"","","","","","11:15","Diabetes review","45","Booked","Did Not Attend","14421","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Wound Check","30","Booked","Attended","4302","16","9","-6","51","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Smear","20","Booked","Attended","20360","1","1","0","35","1",
"","","","","","13:20","Smear","20","Booked","Attended","20220","10","16","6","20","1",
"","","","","","13:40","Smear","20","Booked","Attended","20086","22","17","-5","12","1",
"","","","","","14:00","Prebookable","30","Booked","Attended","30195","23","10","-12","38","1",
"","","","","","14:30","Wound Check","15","Booked","Attended","91","13","19","6","24","1",
"","","","","","14:45","Prebookable","45","Booked","Attended","21822","30","29","0","67","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Prebookable","35","Booked","Attended","19172","15","14","-1","18","1",
"","","","","","16:20","ANNUAL REVIEW MULTIPLE","35","Booked","Attended","28886","15","2","-13","30","1",
"","","","","","16:55","Comment","35","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Telephone Appointment Slot","35","Booked","Attended","4631","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Wound Check","30","Booked","Attended","4305","12","1","-11","18","1",
"","","25-Sep-2025","25-Sep-2025","25-Sep-2025","08:00","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","21591","7","8","1","36","1",
"","","","","","08:45","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","24158","13","0","-13","45","1",
"","","","","","09:30","Smear","20","Booked","Did Not Attend","24460","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:50","ANNUAL REVIEW MULTIPLE","40","Booked","Attended","18734","6","-3","-10","30","1",
"","","","","","10:30","Blood Clinic","15","Booked","Attended","2960","6","0","-6","11","1",
"","","","","","10:45","Diabetes review","30","Booked","Attended","18652","16","11","-4","23","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","18779","84","64","-20","49","1",
"","","","","","12:00","Admin","30","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Smear","20","Booked","Attended","9919","14","8","-6","24","1",
"","","","","","13:20","Smear","10","Booked","Did Not Attend","8363","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Telephone Appointment Slot","10","Booked","Attended","-15","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:40","ANNUAL REVIEW MULTIPLE","65","Booked","Attended","24587","12","9","-3","38","1",
"","","","","","14:45","Prebookable","23","Booked","Attended","11398","3","3","0","39","1",
"","","","","","15:08","Vaccine Clinic","22","Booked","Did Not Attend","11415","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Diabetes review","35","Booked","Attended","121","19","6","-13","33","1",
"","","","","","16:20","Wound Check","30","Booked","Attended","4774","20","12","-8","56","1",
"","","","","","16:50","Comment","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Wound Check","20","Booked","Attended","502","40","16","-24","22","1",
"","","","","","17:10","Smear","20","Booked","Attended","30547","63","19","-44","45","1",
"","","","","","17:30","Admin","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","09-Oct-2025","09-Oct-2025","09-Oct-2025","08:00","Diabetes review","45","Booked","2","10989","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Diabetes review","23","Booked","2","11035","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:08","Wound Check","22","Booked","2","19855","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","DO NOT BOOK","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:50","DO NOT BOOK","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","DO NOT BOOK","20","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Diabetes review","30","Booked","2","21620","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","DO NOT BOOK","45","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Wound Check","30","Booked","2","8622","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","16-Oct-2025","16-Oct-2025","16-Oct-2025","08:00","Diabetes review","45","Booked","2","18582","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","ANNUAL REVIEW MULTIPLE","45","Booked","2","18710","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Smear","20","Booked","2","18762","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:50","catch up time","20","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","Prebookable","20","Booked","2","14499","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Wound Check","30","Booked","2","30032","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","SAMPLE TESTING","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","ANNUAL REVIEW MULTIPLE","40","Booked","2","20071","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:40","SAMPLE TESTING","35","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","Telephone Appointment Slot","15","Booked","2","14721","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","catch up time","15","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","ANNUAL REVIEW MULTIPLE","45","Booked","2","20113","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Smear","18","Booked","2","14713","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:03","Wound Check","17","Booked","2","14627","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Diabetes review","30","Booked","2","18961","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:50","Telephone Appointment Slot","40","Booked","2","14857","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","23-Oct-2025","23-Oct-2025","23-Oct-2025","08:00","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Diabetes review","45","Booked","2","22662","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Smear","20","Booked","2","24384","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:50","ANNUAL REVIEW MULTIPLE","40","Booked","2","21531","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Wound Check","30","Booked","2","40111","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Booked","2","24135","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Vaccine Clinic","20","Booked","2","23086","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:20","Diabetes review","20","Booked","2","23106","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:40","F2F  Double appt","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Diabetes review","30","Booked","2","22984","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","ANNUAL REVIEW MULTIPLE","45","Booked","2","22942","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Prebookable","35","Booked","2","23003","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","F2F  Double appt","30","Booked","2","23037","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:50","F2F  Double appt","20","Booked","2","23067","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:10","F2F  Double appt","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","30-Oct-2025","30-Oct-2025","30-Oct-2025","08:00","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:30","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:50","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:10","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Wound Check","30","Booked","2","50191","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:20","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:40","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Prebookable","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","ANNUAL REVIEW MULTIPLE","45","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Wound Check","35","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Wound Check","30","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:50","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:10","Smear","20","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:30","Admin","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","Fri","12-Sep-2025","12-Sep-2025","12-Sep-2025","08:00","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Smear","15","Booked","Did Not Attend","12847","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:15","Blood Clinic","15","Booked","Attended","12909","3","-8","-12","25","1",
"","","","","","08:30","Smear","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","Diabetes review","40","Booked","Attended","31329","7","0","-6","41","1",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","23","Booked","Attended","31361","34","28","-5","15","1",
"","","","","","09:53","Telephone Appointment Slot","22","Booked","Attended","-29","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Prebookable","30","Booked","Attended","31364","1","10","8","23","1",
"","","","","","11:00","Smear","20","Booked","Did Not Attend","23043","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:20","Smear","40","Booked","Attended","15935","10","17","6","23","1",
"","","","","","12:00","Wound Check","30","Booked","Attended","5685","10","0","-10","26","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Home Visit","30","Booked","Attended","20394","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Diabetes review","23","Booked","Attended","31592","13","1","-11","51","1",
"","","","","","13:53","Telephone Appointment Slot","22","Booked","Attended","-41","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","","","","","-40","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","Admin","23","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:38","Telephone Appointment Slot","22","Booked","Attended","4607","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Wound Check","12","Booked","Attended","1839","2","0","-1","52","1",
"","","","","","15:27","Telephone Appointment Slot","11","Booked","Attended","-54","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:38","Wound Check","22","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:00","Baby Imms","10","Booked","Did Not Attend","16039","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:10","Telephone Appointment Slot","5","Booked","Attended","-25","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:15","Telephone Appointment Slot","5","Booked","Attended","-41","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:40","Smear","20","Booked","Did Not Attend","14557","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Baby Imms","30","Booked","Attended","23496","3","2","0","14","1",
"","","","","","17:30","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Wound Check","30","Booked","Attended","5875","17","-12","-30","36","1",
"","","19-Sep-2025","19-Sep-2025","19-Sep-2025","08:00","Smear","15","Booked","Attended","11265","0","4","3","22","1",
"","","","","","08:15","Smear","15","Booked","Did Not Attend","11436","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","Prebookable","30","Booked","Did Not Attend","21403","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","ECG","30","Booked","Attended","5300","39","23","-16","107","1",
"","","","","","09:30","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","22649","36","28","-7","50","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Telephone Appointment Slot","15","Booked","Attended","1025","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Prebookable","15","Booked","Attended","1178","3","4","1","20","1",
"","","","","","11:00","Wound Check","20","Booked","Attended","56","0","10","-12","105","1",
"","","","","","","","","","","","","","10","105","1",
"","","","","","11:20","Smear","20","Booked","Attended","20248","28","19","-9","19","1",
"","","","","","11:40","Smear","20","Booked","Attended","20238","29","18","-10","47","1",
"","","","","","12:00","Wound Check","30","Booked","Attended","9748","31","21","-10","38","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Book on the Day","30","Booked","Did Not Attend","14457","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Prebookable","30","Booked","Attended","14251","4","0","-4","32","1",
"","","","","","14:00","Smear","15","Booked","Attended","6093","11","4","-7","20","1",
"","","","","","14:15","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","22875","0","13","-1","59","1",
"","","","","","","","","","","","","","13","59","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Prebookable","85","Booked","Attended","24682","16","13","-3","73","1",
"","","","","","16:40","Smear","20","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:00","Prebookable","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","17:15","Comment","8","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Prebookable","8","Booked","Attended","20248","4","-16","-20","25","1",
"","","","","","17:23","Prebookable","7","Booked","Attended","11847","14","7","-6","5","1",
"","","","","","17:30","Wound Check","15","Booked","Attended","3209","24","6","-17","42","1",
"","","","","","17:45","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","26-Sep-2025","26-Sep-2025","26-Sep-2025","08:00","Book on the Day","30","Booked","Attended","11383","2","7","4","20","1",
"","","","","","08:30","Wound Check","20","Booked","Attended","2429","13","5","-8","29","1",
"","","","","","08:50","Diabetes review","40","Booked","Attended","14419","8","15","6","19","1",
"","","","","","09:30","Prebookable","45","Booked","Attended","14265","22","7","-14","25","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Prebookable","30","Booked","Attended","34286","19","2","-17","25","1",
"","","","","","11:00","Smear","20","Booked","Attended","20218","0","3","-3","14","1",
"","","","","","","","","","","","","","3","14","1",
"","","","","","11:20","Smear","20","Booked","Attended","14214","3","3","0","17","1",
"","","","","","11:40","Smear","20","Booked","Did Not Attend","14177","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Wound Check","30","Booked","Attended","4273","4","-8","-12","30","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Book on the Day","30","Booked","Attended","14428","20","7","-13","31","1",
"","","","","","13:30","ZOLADEX HORMONE INJECTION","15","Booked","Attended","1524","19","10","-9","7","1",
"","","","","","13:45","Vaccine Clinic","15","Booked","Attended","1426","2","3","1","7","1",
"","","","","","14:00","Admin","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","ANNUAL REVIEW MULTIPLE","23","Booked","Attended","13121","11","-9","-20","35","1",
"","","","","","14:38","Telephone Appointment Slot","22","Booked","Attended","-6","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Vaccine Clinic","23","Booked","Attended","12847","18","0","-17","12","1",
"","","","","","15:38","Prebookable","22","Booked","Attended","12864","8","2","-5","29","1",
"","","","","","16:00","Admin","20","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","16:20","Vaccine Clinic","20","Booked","Attended","14705","7","1","-5","23","1",
"","","","","","16:40","Smear","20","Booked","Attended","21525","9","5","-4","15","1",
"","","","","","17:00","Prebookable","15","Booked","Attended","13489","19","1","-18","5","1",
"","","","","","17:15","Prebookable","15","Booked","Attended","12957","15","-8","-24","20","1",
"","","","","","17:30","Wound Check","30","Booked","Attended","4337","36","0","-37","23","1",
"","","10-Oct-2025","10-Oct-2025","10-Oct-2025","08:00","ANNUAL REVIEW MULTIPLE","30","Booked","2","2867","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:30","B12","20","Booked","2","9860","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:50","ANNUAL REVIEW MULTIPLE","40","Booked","2","12911","Unknown","Unknown","Unknown","Unknown","1",
